"HolderAddress","Balance","PendingBalanceUpdate"
"0xc35cfec1c7b23c9e0e077347cd3ddd640a45b147","6894.57297944998","No"
"0xc4e0b736ba18f5306a294b85d98c8e3eb7c6a8a0","2777.5662194","No"
"0xc5de51a99e452dcd114e0290c56d88d2c8690ff6","111.427987891795","No"
"0xc64f9ae71083459bcc1b63aadf9f0d0897b27bc1","4.666887976","No"
"0xc6ddca4b715111c210608aecdfa88cb4031b9690","163.765263143509","No"
"0xc82dee7babce27293fb1628da6a1c8c27c0b2afd","774.013001314448","No"
"0xc86e15edf575c511a0d7af9552003edd31a03ac9","40.28122213","No"
"0xc9a820b1fe1ffd818e58567fc5df78204299ac21","93.8059024321942","No"
"0xca278cb118eb29f97ba640ebf5d0e9e405c4f849","58.4384170765634","No"
"0xca535e6ecd4b0c5db32ebc4c61d255479bcc48c4","36.8311139334052","No"
"0xcad0d46627628a8baf524bf202669e8b9f04250f","617.929101160141","No"
"0xcb7c6fa166b77dad28a82c43f9e29d8d44ef29e3","732.859865989391","No"
"0xcba9cf2366b3bd25326b7183c0560e8a023b00ca","1.218323543","No"
"0xcc39712f8a1865caa0519c639e82b67ba7fd10f0","5.07652951027912","No"
"0xce34e2d460771465ed2632e61fe5c4786c9ab631","132.641424185106","No"
"0xce77e13b7e6505b754f226ed428c18350da4b73b","85.228003344","No"
"0xd268fd4304bb1aa097350eeed7bb352f94ac34b3","34.2795952195377","No"
"0xd28124fed85229c94cecd0a9e3b1d684ab4a6c75","37.0848156531981","No"
"0xd302af9806137bc1f6b7b0169465bb113c5656cc","17.3036845629976","No"
"0xd32ed7a1a3f13cb8f4ffd1cc23bbb37df02a17cc","49.89782034","No"
"0xd5a7d1a74f33c4b6e09fea05ec6cdcc42be4279a","2291.85103563742","No"
"0xd5fb760a1c79729bc6b3c04b9ed3e4dc8886fc4e","740.735486375091","No"
"0xd5fd53fff2d69bfd7dff83b8f8262f03040cc9df","64.401621849","No"
"0xd6866aaff573e5ff27f135720d2f7ea7893db059","402.266892129021","No"
"0xd68f564676e84271c6b79838d618b1d83039e0aa","921.2054137","No"
"0xd891769ecec9dc911441a15b1a090cc9af1d9eee","47.8649833604052","No"
"0xd8bcdec28b4e7b3dd35849e5f9a14dd725c74bed","1181.06885928903","No"
"0xdcb38c4f0c501ef5eb57d2febfdca49ffffdb54f","2069.95752780748","No"
"0xdd38563188beba96e9600207b965e80af46594b3","2.658430186","No"
"0xdffc7f456174345fac41639081a2b11211a309df","11.2151152532272","No"
"0xe5a153002622c4a2ff88a4289157a92b5d3915ec","115.304918831","No"
"0xe86ffe2616b7597d9bd9f4140923be7adf0525aa","5.22523062889285","No"
"0xebc2d1e7f1bd7fb3f831501bbe545517d4275685","3016.41548063614","No"
"0xebdbac99776baa82236cd0c9c8a3e0e1a22d705f","193.822613967253","No"
"0xec3a34f79ead6e4a994e88452f68590a2e421faf","8.94115011488314","No"
"0xec9b106e925ccbf65d1cde7232154f3788fdac4c","15.3955018625192","No"
"0xee5905cd4c89c0cb178aeb12a4bcd26e9ea47d72","46.131865690608","No"
"0xef9c13ea6b615fa61cbdec56c7b4978b9dd8bb46","85.9871654582783","No"
"0xeff463d202e0839036f6c4b4d322ccbe5ae515a6","2.743853081","No"
"0xf17e325f34bb4f2401a67cdb58025ed9947ee198","723.350379486956","No"
"0xf5752c81c2b5d9786560a813d36a9e7094f09bdc","82.6118787597816","No"
"0xf61f6650603186dfe962b031e798177fd5ce874c","23.7618205934135","No"
"0xf6e18849c0b89dae014e5f6b34d14fc37898e49b","21.0336440128168","No"
"0xf8abc33b9e8900cdef64e179c81d93afa7c30436","296.857706257382","No"
"0xf9a165136c6f35ebd834cdef542edc047f55e99f","139.264710035807","No"
"0xfa6fd86b42ce2ec5e00c1cd35fb0c78bd88c0417","1383.64226315485","No"
"0xfabab4d9505f06f003fb19a8f450e72184a12cc2","6637.14514982609","No"
"0xfc26d2f9b331f95d46d6fd05e12f80ddf7f5965d","68.2594535830577","No"
"0xfd234a4cb386aea18e54a729512f58de04947b72","1717.04186979949","No"
"0xffb8c66fa1542a1ee735fc5e74f5dd9b80e531f2","24.1515045261704","No"
